interaction_id,timestamp,hour,language,query_type,location,age_group,session_duration_sec,response_time_sec,satisfaction
64950dc7-3840-416c-95e0-3e074351217e,2026-04-06 00:09:38.505746,12,English,Navigation/Maps,Gate 5,31-45,5,1.85,5
629ffe5d-d146-495c-ba7e-901d134f5c9b,2026-03-31 11:39:59.112041,10,Arabic,Navigation/Maps,Safa-Marwa,18-30,19,0.52,5
0d6158f3-d862-4aa2-8eb6-265180f36076,2026-03-22 01:16:45.733788,19,Arabic,Navigation/Maps,Zamzam Station,18-30,73,1.47,5
a5df1d32-f9c8-4167-9c10-cd8dd800c908,2026-03-31 13:43:21.515841,5,Urdu,Emergency Assistance,Gate 1,under 18,20,1.47,4
39a8c75e-df4a-4df4-b900-4ba1d0387173,2026-03-28 02:00:57.768301,9,Arabic,General Information,Hotel Lobby,18-30,7,1.7,5
ab25959c-56f3-444f-ada4-0e33b06213e1,2026-04-10 14:03:21.751943,19,Arabic,Emergency Assistance,Safa-Marwa,18-30,55,1.2,5
23412d12-7396-41e1-8069-75c00e77721f,2026-03-27 03:31:02.651284,6,English,Emergency Assistance,Gate 5,18-30,20,2.31,3
d1157269-8071-48a8-8f64-1cd3e0576145,2026-03-25 03:55:59.343679,5,English,Ritual Guidance,Gate 15,31-45,44,1.59,3
0b3b1a63-7f10-4ad8-88f8-fe8c317b04e2,2026-04-13 02:36:21.819405,5,Arabic,Ritual Guidance,Gate 25,18-30,191,0.61,3
197e4606-de30-4f35-a6e1-ba46aad613e3,2026-03-17 05:37:14.117100,19,Arabic,Ritual Guidance,Gate 5,18-30,22,1.71,4
43e86f7b-d020-4a68-b0ef-17cacb2072bb,2026-04-14 12:41:59.130027,14,Turkish,Emergency Assistance,Gate 5,18-30,109,2.66,4
188436c1-00cd-4306-9eb4-70a018d53e1e,2026-04-04 13:54:34.643631,14,Urdu,Navigation/Maps,Gate 25,18-30,8,1.82,5
4910602e-2dc3-4924-b9c9-f5bbafaac214,2026-03-19 08:37:43.024554,9,Arabic,Ritual Guidance,Zamzam Station,under 18,83,1.05,4
2841c066-b644-4aaf-8eec-1c97ada7664b,2026-03-21 01:39:58.379449,16,Arabic,Prayer Times,Gate 15,31-45,47,0.66,4
6c9e1ba3-01fc-4f15-b649-29364f33fdc6,2026-04-13 10:02:38.334363,20,Arabic,Ritual Guidance,Mataf Area,18-30,100,1.49,5
4cd3dc6c-144d-498c-b45e-95fa0417ffa4,2026-04-05 08:05:13.705433,21,Arabic,Prayer Times,Mataf Area,31-45,5,1.18,5
751fee16-a9d9-4de5-8f0e-a2e5dac3bac7,2026-04-14 08:58:13.426708,14,Turkish,Navigation/Maps,Gate 1,46-60,60,1.88,3
d33c09ed-e14d-4f71-9ca4-62ef0aed9e9c,2026-04-02 21:55:33.036754,18,Arabic,Emergency Assistance,Gate 15,18-30,41,1.91,5
1a09bb3f-ec7b-4887-aeef-f010c2223b56,2026-04-09 21:11:42.711765,6,Arabic,Navigation/Maps,Safa-Marwa,18-30,71,1.64,4
4c7a94a4-c1f7-4089-b7db-67cd83a9761a,2026-04-12 23:05:03.714673,18,Arabic,Ritual Guidance,Zamzam Station,above 60,5,1.02,5
ea9a0c4c-875e-4030-bbc7-25d2f041e089,2026-04-11 17:11:57.390008,12,English,Navigation/Maps,Gate 23,18-30,8,1.71,5
97975ec4-dcf7-4f21-81e1-76bfe6cec585,2026-04-03 17:25:49.003570,8,Arabic,Navigation/Maps,Gate 5,46-60,5,2.91,5
4ff59ef2-1628-47ba-8d42-80f2182d1ab8,2026-03-27 03:54:20.143481,10,Urdu,Emergency Assistance,Gate 15,18-30,35,0.76,4
4a4b2c8b-781e-4969-866c-879fb3d53ab5,2026-03-18 05:19:00.847754,15,Arabic,Emergency Assistance,Gate 1,46-60,49,0.97,5
bc7d9949-34c0-4729-8f62-3d5ab73c31c1,2026-03-28 14:08:06.376363,20,Urdu,Ritual Guidance,Gate 23,31-45,10,0.88,5
c4ca9b00-4157-42d4-904b-334c96fea409,2026-04-06 10:55:59.084111,5,Urdu,Prayer Times,Gate 23,18-30,85,0.97,5
65d41018-531b-432a-b109-8f901f8c27b3,2026-03-17 05:25:25.853022,5,English,Ritual Guidance,Hotel Lobby,18-30,165,2.84,5
a3c722b5-a514-450f-84f0-97eda517fce4,2026-03-30 06:42:45.127952,20,English,Navigation/Maps,Hotel Lobby,18-30,31,0.74,2
cbcedd57-4e01-43ad-9a24-0a293b19e33d,2026-03-20 04:09:53.817260,23,Urdu,Prayer Times,Gate 15,under 18,5,2.75,4
3ec142dc-26c7-440e-a84e-ee89ff229076,2026-04-06 02:36:45.607604,8,Arabic,Prayer Times,Gate 25,18-30,45,0.69,3
818c1a01-eaae-402c-871e-daa5b85a0435,2026-04-03 02:14:02.294801,9,English,Zamzam Location,Gate 5,18-30,118,1.76,3
a8b44d20-091f-4a1b-b348-792c8738800a,2026-04-04 01:10:05.305326,4,Malayalam,Navigation/Maps,Zamzam Station,18-30,35,1.85,4
359b3cf6-2250-47a4-aada-010560e89af8,2026-04-04 01:26:21.564487,15,English,Ritual Guidance,Gate 1,above 60,47,2.55,3
09718826-2a61-4e3a-b5a4-ce7debfa9397,2026-04-03 15:42:27.644289,7,Arabic,Navigation/Maps,Safa-Marwa,18-30,20,2.41,5
8f71f3b7-52b6-459c-a3fe-ad787048601f,2026-04-03 23:38:45.942437,20,Arabic,Emergency Assistance,Gate 15,18-30,9,1.01,5
d71ca6fd-2df2-40de-92e1-30486b2dbab2,2026-04-03 08:10:26.240520,20,English,General Information,Gate 15,18-30,37,1.06,4
a68bbd7b-205c-4b70-8441-df1209ab761b,2026-03-21 06:40:32.640618,18,Arabic,Prayer Times,Hotel Lobby,31-45,56,2.72,4
a003f6ae-f84a-4ff3-9549-617b5e03a5b3,2026-04-08 10:29:44.786332,6,English,Navigation/Maps,Hotel Lobby,18-30,37,2.04,4
68c5bbba-d46e-4bf0-ac97-de35ada37ef2,2026-03-22 11:59:29.156294,20,Bengali,Navigation/Maps,Hotel Lobby,18-30,25,1.49,1
5417e156-f561-499f-90e7-1a94899e72a2,2026-04-13 03:27:45.104217,23,Arabic,Emergency Assistance,Hotel Lobby,18-30,27,2.2,4
0e737109-6e55-4625-84e1-1de760e2926d,2026-04-11 23:19:18.230840,5,Arabic,Prayer Times,Gate 25,18-30,22,0.69,4
ea52a2db-02dd-4255-a288-34b34665931e,2026-04-14 19:49:27.077436,22,Urdu,Emergency Assistance,Gate 25,18-30,17,1.66,4
7bd335f2-a032-468e-a8ac-f6fccba5d991,2026-04-09 14:57:48.497296,20,Arabic,General Information,Mataf Area,18-30,95,2.33,4
03f0559b-7a3c-4c85-ac4e-707e0f039d9a,2026-04-13 17:26:27.607572,9,Arabic,Zamzam Location,Gate 25,31-45,5,1.83,4
3b60fc8a-4054-40ab-819c-5244d80ac90f,2026-03-29 03:27:25.134139,18,Arabic,Emergency Assistance,Gate 15,18-30,16,1.79,4
464c59d3-b762-4f1b-914f-8aa065604d84,2026-04-02 08:49:09.771033,19,Arabic,Zamzam Location,Gate 5,31-45,26,2.97,3
4dd77f76-2a32-46b4-8a76-4efeb7a5c27b,2026-04-06 18:42:35.260678,12,Arabic,Navigation/Maps,Safa-Marwa,18-30,67,1.88,5
2b029f29-3289-4325-973c-4efece7f4c12,2026-03-28 09:31:16.609085,10,Arabic,Navigation/Maps,Gate 25,18-30,26,1.13,4
c43d0929-b586-4ac7-b278-2db5dc79b69e,2026-04-07 07:21:50.228166,9,Urdu,Ritual Guidance,Zamzam Station,18-30,20,0.97,5
2a9b8228-8121-4346-944a-dcc90908e032,2026-03-18 02:45:49.749929,13,Arabic,Navigation/Maps,Zamzam Station,18-30,74,2.05,5
47d002e4-aec5-45dd-bfbd-fd5ecd2e5051,2026-03-22 14:04:36.005240,9,Arabic,General Information,Gate 5,18-30,33,1.54,5
b007b1fb-028b-4f72-b30b-2d0c95198cf3,2026-04-08 04:10:50.305486,17,Arabic,General Information,Hotel Lobby,31-45,14,2.79,2
d5e45d35-5e18-41f1-bca4-df7478c64ccd,2026-04-11 23:14:44.899323,7,Arabic,Prayer Times,Safa-Marwa,31-45,121,1.51,4
c9274e12-b64d-442d-aa06-cbc07e313c3d,2026-03-27 11:53:48.199227,18,Turkish,Prayer Times,Gate 23,under 18,38,2.92,4
fb33a95c-8db7-4763-86b5-33d35f34af42,2026-03-16 11:29:04.407997,16,Arabic,Prayer Times,Gate 23,31-45,5,2.95,5
684334f1-b579-47d5-b70b-2e3ba67fb54d,2026-03-17 04:02:51.800458,15,Turkish,Ritual Guidance,Hotel Lobby,18-30,32,1.76,4
cd8f86ca-0cbf-487d-8a6e-d423bf9c5e94,2026-03-27 17:55:09.600021,14,English,Ritual Guidance,Gate 5,18-30,20,0.9,5
fda8e4b2-06f2-4c31-9803-b40f8c0c6d57,2026-03-30 16:27:11.756032,4,Urdu,Ritual Guidance,Gate 23,18-30,9,2.72,3
40d8cef5-0a39-4ca3-a558-d8210a7d67f6,2026-03-21 12:28:43.576857,22,Arabic,General Information,Gate 25,46-60,23,1.13,5
f65cc4f4-1628-4ed5-acf8-b07db6256a10,2026-04-06 16:09:44.678685,12,French,Navigation/Maps,Gate 25,18-30,5,2.89,4
52c5ef49-6864-4fcb-8dd5-4d5108974c4c,2026-03-19 12:57:18.964322,2,French,Emergency Assistance,Mataf Area,18-30,56,2.85,4
3e498624-81f2-4a41-b7c9-b5c59ab54271,2026-04-05 06:27:35.156155,13,Urdu,Ritual Guidance,Mataf Area,46-60,31,2.03,4
746130ab-5e60-4481-a4d7-4ec6105ba988,2026-03-22 19:26:23.750222,7,Arabic,Navigation/Maps,Safa-Marwa,31-45,61,0.96,5
0811ee0b-a797-4094-8bce-a5dcc51ea8a2,2026-03-18 04:26:37.727721,6,Arabic,Ritual Guidance,Gate 23,18-30,9,2.09,5
8c4c2ecb-0aa9-4fd7-9be6-09aa28124886,2026-04-11 13:55:57.363863,12,Arabic,Ritual Guidance,Hotel Lobby,18-30,15,2.75,4
609f0edc-0f6b-4723-a57d-59c83c96a4c2,2026-04-04 00:37:04.927719,7,Arabic,Emergency Assistance,Mataf Area,18-30,46,2.0,4
69e38f57-13e2-4518-a508-3656070064c7,2026-03-18 11:19:21.726130,16,Arabic,Emergency Assistance,Gate 23,18-30,78,1.28,4
2f0313e1-c94e-4c80-9b91-708258b232b8,2026-04-02 00:17:36.035799,10,Arabic,Ritual Guidance,Mataf Area,31-45,5,1.05,3
31919562-7372-459b-b6ce-bcb036350be1,2026-04-10 10:14:52.474262,7,Urdu,General Information,Gate 1,under 18,176,1.12,3
d6ea05ef-240a-4647-83ed-483717349ba7,2026-03-24 18:40:34.865145,15,Arabic,Ritual Guidance,Gate 5,46-60,55,2.45,3
a76900fd-fce1-4d35-9b38-78183150c0d9,2026-03-21 18:05:35.728260,0,Urdu,Ritual Guidance,Hotel Lobby,18-30,32,1.56,4
9c13def9-1fcc-4f38-a0ef-d84ed3f04b1b,2026-03-27 23:16:55.990571,2,English,Prayer Times,Mataf Area,18-30,37,2.28,4
c4a7fb51-1164-4d5d-8afa-d39a2d82cd4f,2026-03-26 21:58:55.011148,22,Arabic,Ritual Guidance,Gate 25,18-30,155,2.6,3
cbaf3398-eedc-4ab6-ae91-a742a5816002,2026-03-25 08:23:02.316744,14,Turkish,Ritual Guidance,Gate 5,46-60,27,1.32,4
36968265-a196-4b0b-beb7-242c86096a57,2026-03-21 18:55:03.757552,22,Arabic,Ritual Guidance,Mataf Area,46-60,50,1.82,5
18bbe032-a7c6-449a-863f-0167aae3012e,2026-03-26 04:58:08.862222,4,Arabic,Prayer Times,Gate 25,18-30,28,1.27,4
ec080b23-bb76-4718-a413-bf16fe298c50,2026-04-07 11:36:53.760419,7,Urdu,Prayer Times,Mataf Area,31-45,28,1.24,5
853c1082-91a5-4b7b-8e0f-b8a2a11d5d65,2026-03-23 18:35:05.550680,11,English,General Information,Gate 25,18-30,39,2.47,4
ed8f42fc-b7fe-4d0a-b4e2-c7c93eb40700,2026-04-01 12:32:31.911261,9,Arabic,Navigation/Maps,Hotel Lobby,18-30,8,1.22,5
d8d0c01f-5540-4860-8e9c-4ae57af4c71b,2026-03-19 01:09:31.317922,13,Arabic,Navigation/Maps,Hotel Lobby,18-30,79,0.58,3
3446d7ff-dfbf-4415-bc1f-eca88248f244,2026-04-08 11:20:25.068411,16,Arabic,Navigation/Maps,Gate 5,18-30,18,1.1,5
c140e760-4025-44d4-9cc0-91f172b0fb76,2026-03-19 14:08:04.550317,22,French,Zamzam Location,Safa-Marwa,46-60,109,1.78,4
ff5d0789-7d90-4f33-8c31-77b3fe4eaf67,2026-04-01 04:10:32.384233,6,Turkish,Emergency Assistance,Zamzam Station,18-30,5,2.49,4
a9d30de2-3c1b-464e-9a59-e7a52c696e82,2026-03-20 07:00:32.804251,18,Arabic,Ritual Guidance,Zamzam Station,18-30,79,1.29,2
a159d194-08f8-4dba-b76f-9c7d1e14d043,2026-04-04 15:26:53.682233,23,Arabic,Navigation/Maps,Gate 25,18-30,99,2.58,3
d25bfdfa-f246-4fe2-a237-56339c283692,2026-03-24 06:06:26.930801,15,Arabic,Ritual Guidance,Zamzam Station,18-30,33,1.78,5
5561cd5b-e4da-4d96-bcdb-5be4f03ea0a7,2026-03-25 07:55:42.509552,1,Arabic,Prayer Times,Gate 23,18-30,12,2.67,4
a963512a-8539-4aa7-8ae5-03249631c738,2026-03-18 02:38:29.308392,11,English,Navigation/Maps,Safa-Marwa,46-60,44,1.98,4
55f567cf-75d6-4503-91a7-3ea3d23f9886,2026-03-27 04:20:49.481040,14,French,Zamzam Location,Gate 23,18-30,61,1.49,4
db5171bd-6da7-4506-801a-55cbce0a90db,2026-04-09 11:24:17.390375,7,English,General Information,Safa-Marwa,18-30,37,2.77,2
6d3ea3db-de74-44a0-a9a4-4f5e98303f1c,2026-04-04 12:29:57.729087,4,English,Prayer Times,Gate 1,18-30,24,0.78,4
606d0a3f-70b0-4c43-9cf1-9d58185b9e94,2026-04-13 16:27:17.385767,18,English,Navigation/Maps,Gate 1,18-30,53,1.08,5
53d23f52-cd35-4c0d-9788-83ce6895ee2c,2026-03-25 13:59:36.880575,23,English,Ritual Guidance,Gate 5,18-30,14,1.52,4
1e1807d5-9f34-4fba-9936-c45227410a58,2026-03-23 02:36:27.347939,12,Turkish,Ritual Guidance,Gate 25,18-30,17,2.34,4
8552a247-5ba6-430d-8737-68276cd46a32,2026-03-23 00:21:21.721995,11,Arabic,Prayer Times,Hotel Lobby,18-30,87,1.6,4
b4fbaf05-ea03-4426-a4ae-8775e2825142,2026-04-02 04:27:00.861722,17,Turkish,Emergency Assistance,Hotel Lobby,18-30,96,2.27,4
40429e29-d4c7-4606-b968-007c8fbaddd9,2026-03-25 13:13:48.557190,6,Arabic,General Information,Gate 5,31-45,92,0.63,3
2366fbca-53d0-4539-8f3b-98e8137cf9d9,2026-03-30 16:38:34.848159,4,Arabic,Prayer Times,Zamzam Station,18-30,98,2.74,5
20ca13a4-329b-4921-b61e-bcfcf85b492f,2026-03-25 14:59:11.243082,8,Urdu,Emergency Assistance,Gate 25,18-30,16,0.97,5
0849d2fe-32da-4b12-90c2-b0042e2bfe13,2026-03-25 16:30:09.526995,13,Turkish,General Information,Hotel Lobby,under 18,127,1.32,4
170fe409-ba55-4e4b-8578-01088d17c0a0,2026-04-03 14:31:41.641824,3,Arabic,Zamzam Location,Mataf Area,31-45,19,2.47,5
f4e8c35a-5b52-431b-839b-9304eb484f17,2026-03-23 04:59:30.678493,20,Arabic,Navigation/Maps,Gate 15,18-30,22,1.48,4
05173f3f-878a-4325-ad23-983ae29f2cce,2026-04-10 14:46:58.175137,6,Arabic,Prayer Times,Gate 1,18-30,24,1.76,5
5d4054d1-0b0d-47d9-bcdc-89cd21adcaa7,2026-03-21 09:16:37.362187,10,Urdu,Ritual Guidance,Gate 5,18-30,111,2.02,5
b6090da5-7c46-4d86-bdc5-ec2fa33892ec,2026-03-28 16:17:07.490791,18,Urdu,Ritual Guidance,Mataf Area,18-30,31,2.72,1
a4afe2ac-221f-4a12-a4e1-6d64dee3c356,2026-04-08 11:51:07.552729,23,Urdu,Prayer Times,Gate 15,31-45,28,1.61,4
7295cc7e-475b-4dc5-a902-ac93f3b73759,2026-04-03 04:37:32.148567,4,Arabic,Ritual Guidance,Safa-Marwa,46-60,13,1.96,3
84e48546-1194-4f52-9346-1c175568c5db,2026-03-21 04:02:54.517468,11,Urdu,Ritual Guidance,Mataf Area,31-45,7,1.85,1
258eb5dc-b615-4871-8eaf-cd35ed802f06,2026-03-31 10:16:06.794764,22,English,Zamzam Location,Gate 1,31-45,65,2.17,3
79ba9f16-6db6-487a-a8c6-138abe79b1c6,2026-03-16 06:11:35.065647,7,English,Ritual Guidance,Gate 5,18-30,40,1.1,4
245fd34e-f177-4444-b6bb-66615faa20a3,2026-03-18 00:58:06.441003,18,Arabic,Zamzam Location,Zamzam Station,18-30,127,1.93,4
de41e063-f534-4628-9b44-13c3bc69f4f9,2026-04-03 17:37:46.212917,21,Arabic,General Information,Mataf Area,18-30,32,2.31,2
0866c74b-1b3f-4950-a523-9da83b12bad5,2026-03-25 03:08:02.940978,19,Arabic,Navigation/Maps,Zamzam Station,31-45,37,2.64,5
08687aa4-d888-4452-a867-52279012a893,2026-04-01 05:56:36.581975,14,Arabic,Navigation/Maps,Gate 15,18-30,5,2.29,3
b93fc9c3-f4c6-4290-aadb-090abaca4118,2026-04-08 05:36:18.999521,5,Arabic,Navigation/Maps,Zamzam Station,18-30,33,1.45,4
4cc3f0bb-26d9-4d42-bcee-34f38dc327de,2026-04-06 09:45:24.058278,7,French,Ritual Guidance,Mataf Area,18-30,5,2.0,4
c946ef9d-9857-4e3f-8125-41df321463d0,2026-03-26 05:56:57.023671,18,Arabic,Ritual Guidance,Gate 1,31-45,5,2.07,4
6bda6a14-4187-4ef1-9c88-814450e933ee,2026-04-10 22:19:57.510285,15,Malayalam,Zamzam Location,Safa-Marwa,18-30,34,2.08,4
a5565deb-ef2f-452e-b033-58c36b02623d,2026-03-30 22:07:23.881143,23,English,Ritual Guidance,Mataf Area,31-45,29,2.55,3
c1ab54a1-8997-46f9-834c-b7818d64d0ae,2026-03-25 21:32:13.828838,4,Arabic,Ritual Guidance,Mataf Area,31-45,36,0.79,4
fd706a8e-c8e9-42c5-bfa7-9dfe0c5756b9,2026-03-18 01:57:55.168426,20,Arabic,Zamzam Location,Gate 1,18-30,259,2.6,5
7af7f49f-5090-40ea-8b4a-35c22dfd4466,2026-03-21 07:46:16.205271,11,Arabic,Ritual Guidance,Gate 1,31-45,17,1.86,4
502c3126-aec5-44a4-b1e6-a33875ca21c1,2026-03-22 13:51:22.459793,21,Urdu,Navigation/Maps,Gate 1,18-30,9,1.12,3
aec99706-97ba-43df-9920-20418983304a,2026-03-17 17:30:53.589775,15,Arabic,Emergency Assistance,Gate 25,18-30,23,2.26,4
332cc71a-0d4b-4ded-a413-41dee1755497,2026-03-27 23:36:43.667983,3,Arabic,Ritual Guidance,Hotel Lobby,46-60,19,1.31,5
4c8ae4d3-da2a-4828-beed-ed5caef355cb,2026-04-12 18:35:56.789325,7,Arabic,General Information,Gate 25,18-30,52,1.16,5
6dbe4887-3deb-4fc6-a8d6-6f5b13d62f6e,2026-04-09 03:46:38.755149,22,Malayalam,Ritual Guidance,Zamzam Station,18-30,14,0.84,5
97850862-9a7d-4ff3-b961-3a008c9ad9a0,2026-03-16 05:20:28.289820,19,Arabic,Ritual Guidance,Safa-Marwa,18-30,5,0.84,5
94482204-9af2-45ca-a6b5-66959778ba61,2026-03-28 00:26:37.380422,13,Turkish,Ritual Guidance,Gate 25,18-30,5,1.63,4
adada88d-d9ee-4dc6-b914-f26351868563,2026-03-20 17:41:46.940302,22,English,Prayer Times,Gate 23,46-60,65,1.94,4
fb88fdee-64b4-4a34-b186-449e27cfc7ff,2026-04-11 10:41:30.165501,16,Arabic,Navigation/Maps,Gate 25,18-30,78,2.65,5
4d62b0cb-d778-41af-a053-fb8fc7d5418b,2026-03-21 03:16:04.520692,16,English,Zamzam Location,Gate 1,18-30,156,0.93,4
72ff085d-66a1-4120-8128-f9b1b217533f,2026-04-11 15:33:37.308924,17,Turkish,General Information,Zamzam Station,18-30,116,1.17,4
b6f9107b-0180-4ded-92a7-c9108645d102,2026-03-17 02:57:55.654567,13,Malayalam,Ritual Guidance,Gate 23,31-45,5,2.42,4
6609afa7-bc51-41d5-85cc-638e1482d37e,2026-04-13 16:46:25.091064,13,Turkish,Ritual Guidance,Hotel Lobby,18-30,6,1.16,3
60ca7cb0-f5aa-49f6-b07f-49b545fae527,2026-04-12 18:56:13.141333,15,English,Navigation/Maps,Zamzam Station,46-60,29,2.96,5
fb9edf0c-7e2c-4d9c-98b5-3032409de845,2026-04-12 10:52:39.226247,16,Urdu,Emergency Assistance,Gate 25,31-45,5,2.41,2
7d3faa0e-1097-4d74-bb82-5b957925aef7,2026-03-18 15:41:43.931229,6,Arabic,Ritual Guidance,Zamzam Station,31-45,30,2.75,4
1778f8c0-9dd7-464a-8205-31ce81d9e66a,2026-04-02 01:26:34.118621,22,Arabic,Navigation/Maps,Mataf Area,46-60,21,1.06,3
69f42ec2-3b02-45bd-9cc6-2ae62adf272d,2026-03-24 23:43:59.502333,11,Arabic,Emergency Assistance,Hotel Lobby,under 18,56,1.13,3
c68bda17-c9de-4221-acdd-d983c679456d,2026-04-10 06:31:17.321365,15,Arabic,Ritual Guidance,Gate 5,46-60,15,1.37,4
daa72278-8d8a-4634-bf07-af227f783370,2026-03-28 15:07:49.276925,10,English,Navigation/Maps,Gate 1,18-30,11,0.82,3
298a627b-54b4-4046-85a3-844a383a5bd8,2026-03-29 16:04:56.500697,23,Arabic,Ritual Guidance,Gate 1,46-60,6,0.67,5
b972d057-21df-4850-ba41-5aef6531cb06,2026-03-31 18:59:05.998847,9,Turkish,Ritual Guidance,Gate 5,18-30,5,2.31,4
557a4844-178e-4c7b-a0f8-33bcc91d273b,2026-03-24 19:49:40.676751,6,Arabic,Ritual Guidance,Gate 25,18-30,68,0.64,5
0155ff57-d1a1-48b9-9faa-5d2ccd1431cb,2026-03-28 16:43:43.709609,6,English,Emergency Assistance,Gate 25,18-30,5,1.04,4
8acd18a4-a1ac-40d7-bbde-8cc2ee395bf2,2026-04-12 01:09:53.076250,12,Bengali,Ritual Guidance,Zamzam Station,18-30,5,0.65,4
d97440a8-900b-4609-8cd8-19a42ff5a3f9,2026-03-19 17:24:44.460099,4,English,Ritual Guidance,Gate 15,18-30,74,1.19,5
87c14c10-030c-427a-8f10-7e0271a29b3f,2026-04-04 16:32:50.618865,19,Arabic,Prayer Times,Zamzam Station,18-30,111,2.36,5
2b86ae98-7775-4e0e-9efa-7033b325ca62,2026-03-27 04:21:49.629604,20,Turkish,Prayer Times,Gate 23,18-30,51,1.43,5
419dda12-d8d0-40ee-b03f-1cc57a4559c9,2026-04-03 16:57:00.121480,4,Urdu,Emergency Assistance,Gate 15,18-30,68,1.16,5
675e6375-e461-4312-9e28-eeb05df7369b,2026-04-14 12:23:34.508394,20,English,Ritual Guidance,Safa-Marwa,18-30,72,1.83,5
310a8df6-ebfd-4da9-a14b-90e96cbf58c6,2026-04-06 22:28:00.214729,13,Arabic,Navigation/Maps,Zamzam Station,18-30,11,2.22,3
8cf90f44-cb5d-449b-9d10-1bb7aa152160,2026-03-30 12:08:57.568482,20,Arabic,Ritual Guidance,Safa-Marwa,18-30,58,2.13,2
8088e9f1-a43d-4c02-9e16-9999d7ef8175,2026-04-12 11:35:45.240736,23,French,Emergency Assistance,Gate 1,18-30,7,2.45,3
a3f86cd8-4c0f-419c-a544-a4294863b050,2026-04-05 18:48:52.470604,6,Turkish,Navigation/Maps,Gate 15,18-30,10,1.4,4
3f7bc37f-0ab7-4335-aef1-c6eb48d3dedc,2026-03-22 22:31:16.045506,19,Arabic,Ritual Guidance,Mataf Area,18-30,9,2.01,2
1646ad70-f0fe-4219-9369-3c50d57047a7,2026-03-30 06:30:19.606700,4,Arabic,Ritual Guidance,Mataf Area,46-60,294,1.91,1
1c4ecb50-8eea-4ce9-9ee3-d4c01cb80986,2026-03-15 21:32:47.866438,1,Urdu,Ritual Guidance,Hotel Lobby,18-30,81,2.38,2
0f68ae3d-0d74-464f-8246-39da416bf2f6,2026-04-07 19:05:59.957151,9,Arabic,Ritual Guidance,Gate 5,18-30,82,2.53,4
67817590-4c6b-44a3-aad3-b1c18255c088,2026-03-16 02:01:25.676307,14,English,Navigation/Maps,Gate 5,18-30,104,1.74,3
f86d2bca-be13-4adc-a450-e8a346473216,2026-03-31 21:12:45.762026,22,Arabic,Emergency Assistance,Mataf Area,31-45,5,2.27,4
6a708027-ca12-46f4-9c74-c7f470d27995,2026-03-22 17:09:36.283677,4,Arabic,Ritual Guidance,Hotel Lobby,18-30,12,0.92,5
4e09001c-2b51-4c1d-bf41-b91d057c3390,2026-04-04 02:13:45.415055,16,Malayalam,Navigation/Maps,Gate 1,18-30,98,1.27,4
048d59eb-4d45-440c-aa85-0c74ac27c075,2026-04-04 00:38:46.697725,11,Bengali,Ritual Guidance,Gate 23,31-45,42,1.23,5
405ea508-5569-44cb-b0a4-9852236d2011,2026-04-04 03:45:26.251919,6,Turkish,Ritual Guidance,Gate 15,18-30,73,1.49,3
c190abdc-0316-4dca-8cde-cd8df7bd78a7,2026-03-20 15:18:53.054154,23,Arabic,General Information,Gate 25,31-45,14,0.85,5
b1a163cd-f1ce-4852-b28b-efe70c0ad573,2026-04-04 22:24:38.964370,12,French,Prayer Times,Gate 25,18-30,5,2.56,5
8a2157ec-ae07-4f28-8ff7-5b1a303ce2d0,2026-03-25 21:04:07.371290,14,Arabic,Ritual Guidance,Gate 1,18-30,31,0.96,5
576d61c2-61c9-4c5c-b7c6-8af5b10f8f1a,2026-03-29 04:44:09.627481,5,Arabic,Ritual Guidance,Gate 15,18-30,26,0.7,4
c2f34ca7-b3ff-4b4a-8bc8-7a8a6c3c5537,2026-03-25 04:11:35.159206,8,Urdu,Prayer Times,Gate 1,46-60,33,2.19,4
a6787fd2-e0e2-41ad-b1f1-025865364e47,2026-03-22 15:21:15.832344,15,Arabic,Prayer Times,Zamzam Station,18-30,5,1.46,3
c276602d-2335-46a2-88a4-c4c2c55343e8,2026-04-02 15:48:42.390480,18,Arabic,Prayer Times,Mataf Area,46-60,56,1.84,5
f5ece4b1-9922-4fa0-9804-747f5c353288,2026-03-21 17:12:41.571491,9,Arabic,Emergency Assistance,Zamzam Station,46-60,5,2.98,5
5388efab-6be6-4308-9765-ef88b04e18e7,2026-03-31 08:56:07.554369,18,English,Emergency Assistance,Safa-Marwa,18-30,139,1.89,5
fe13575c-af36-4a7b-9e1b-327240589819,2026-04-11 20:32:38.418053,7,Turkish,Navigation/Maps,Safa-Marwa,18-30,17,1.66,5
050edd92-160a-44e9-b35e-006a535ec143,2026-03-19 08:08:09.907588,6,Turkish,Navigation/Maps,Gate 25,18-30,38,1.15,4
a48f575a-9968-4bd5-af6c-8066f6ddf793,2026-03-16 13:01:35.535830,5,Arabic,Emergency Assistance,Zamzam Station,46-60,19,2.94,3
9b51d07d-215a-4403-bffc-c79ed3b3fe91,2026-03-20 00:50:50.112474,17,Arabic,Ritual Guidance,Gate 15,18-30,36,1.25,2
e00fc4dd-4b4f-400c-9504-532b9637e853,2026-03-31 19:59:38.392844,10,English,Prayer Times,Zamzam Station,46-60,24,2.42,5
6a2be7d0-eb09-47c2-ad8c-4baa7d465dfa,2026-04-02 02:12:55.417691,14,Arabic,Prayer Times,Gate 15,31-45,5,2.46,5
aed68600-0fcd-445e-bdf4-991adffcf650,2026-03-24 12:31:31.065758,4,Arabic,Ritual Guidance,Safa-Marwa,18-30,95,2.86,2
